,tsne-2d-one,tsne-2d-two
696,-123.740166,70.335884
697,-57.98854,56.393
698,-31.815948,44.001392
699,3.007092,59.351974
700,26.062046,72.891426
701,-105.66382,-46.916126
702,90.041626,-93.12816
703,-0.34754428,-36.961357
704,-18.961548,57.008892
705,37.593914,-96.81277
706,-11.399923,-11.087746
707,4.4931874,-14.572002
708,-30.030836,102.6467
709,-95.66395,5.637863
710,-109.9781,47.375866
711,-59.39207,-3.942315
712,-52.074383,-34.53772
713,74.74643,42.60137
714,-6.239158,-49.948524
715,-54.519093,-20.139124
716,-10.437933,109.6791
717,-83.58128,-70.22776
718,63.248455,-21.02065
719,94.130554,-55.074585
720,26.729952,49.293705
721,106.43984,-29.117138
722,22.977064,-45.289097
723,59.32832,-12.3498
724,-9.5696125,-36.382362
725,-74.06072,-75.69571
726,-49.628017,-66.691895
727,-19.87737,8.176188
728,-50.711426,90.679596
729,-66.38336,124.65068
730,-68.76608,129.08682
731,-67.69823,63.57487
732,61.002197,-25.616089
733,90.85315,-6.1012926
734,56.945587,-25.680313
735,18.08548,-102.08707
736,-13.855499,33.091465
737,77.21805,42.168957
738,-22.635145,-76.90245
739,75.21483,40.222233
740,38.737286,-36.069878
741,39.718204,-36.22034
742,39.66304,-36.171917
743,-67.28486,127.86936
744,39.644867,-36.180435
745,25.969625,-24.734163
746,29.296818,-51.79541
747,24.582512,-72.970024
748,82.132866,-22.956406
749,-48.640804,83.54457
750,124.09651,86.85702
751,98.422585,25.080389
752,98.420784,25.096691
753,5.2411346,-46.63878
754,60.14206,-83.3409
755,-45.694923,2.1496203
756,106.150764,-35.078266
757,103.99964,-30.782785
758,-43.78828,108.69901
759,-46.3032,59.35518
760,-61.75755,-68.44396
761,-37.464996,-61.664604
762,-65.4156,-12.697383
763,-76.51479,-74.16865
764,-8.084382,-39.69963
765,-122.03858,-38.183167
766,66.168915,-78.76452
767,27.826206,-25.039032
768,-72.877464,-19.28358
769,-56.13566,-74.74228
770,-44.152145,34.14355
771,17.433588,88.307
772,-82.072014,-16.41881
773,-72.59828,26.102856
774,49.81228,79.28049
775,-68.9214,-68.35795
776,-44.95681,82.422806
777,-37.865788,40.48527
778,-80.76416,20.081234
779,-17.930029,-16.74118
780,-8.290036,-73.825905
781,-16.658306,9.894983
782,-123.57585,-36.547573
783,-88.37688,102.65654
784,-5.5564327,28.579472
785,2.316148,-79.63445
786,-15.697426,-13.199279
787,-82.74904,-65.45254
788,72.04707,-85.56156
789,-58.324272,-75.38218
790,64.801315,-5.367852
791,-50.05294,-31.807919
792,-69.422386,-66.74703
793,95.91593,5.710363
794,88.826004,-33.878906
795,80.41266,54.051933
796,-71.18641,22.404346
797,-126.202065,-64.47964
798,-98.209206,81.51265
799,-5.347576,-3.1413677
800,-147.16325,3.9016593
801,65.5779,-74.878174
802,-23.205706,78.32721
803,-54.83413,-0.10027639
804,-106.05951,-27.368595
805,36.35609,-46.14054
806,91.6774,-50.84114
807,74.88499,0.5592871
808,44.47283,-1.4192567
809,9.519753,-75.755905
810,-144.51852,-1.501482
811,73.26475,55.00323
812,80.82082,55.97243
813,52.978424,7.3780284
814,73.75618,55.80259
815,58.62602,-100.76963
816,73.38208,38.87398
817,6.740993,-88.38494
818,39.20715,-71.45219
819,40.466694,-7.1736035
820,45.868336,-61.650406
821,45.086647,-62.87606
822,45.01768,-62.247555
823,45.131794,-63.758846
824,76.09715,-100.1317
825,148.4799,7.9326525
826,72.53459,-60.11205
827,50.134285,-107.50717
828,49.962315,-107.71146
829,51.03153,-106.74362
830,80.55351,56.78711
831,49.75944,-107.4665
832,-43.65309,-72.42137
833,49.88171,-107.831024
834,57.25417,64.51584
835,7.668847,-92.29531
836,39.419197,-30.937735
837,39.312897,-30.93703
838,72.29736,-116.74134
839,56.71959,-92.70069
840,53.13391,90.9103
841,30.84726,-122.121346
842,84.77311,-36.78654
843,72.775764,55.057182
844,-30.179863,51.61821
845,-69.101364,-0.4561534
846,-41.5439,39.37404
847,-54.99142,13.35383
848,59.49588,37.731556
849,4.3801036,-19.486343
850,-139.42036,-40.721516
851,-105.73851,98.390434
852,145.55876,7.995026
853,-82.074745,51.20904
854,82.388504,48.672577
855,82.38322,48.673134
856,2.725678,-101.48848
857,31.1452,-37.190197
858,-10.778733,-82.38703
859,2.0793543,-100.530174
860,30.967323,-37.288364
861,31.078213,-37.236565
862,26.156643,-153.63281
863,26.155123,-153.62862
864,-13.520998,-82.26144
865,28.987562,-87.62036
866,40.873165,-86.33269
867,-65.11606,62.431408
868,-20.563938,11.644752
869,-65.409454,-6.397272
870,-71.91176,-41.75687
871,24.169487,-59.755844
872,82.16611,-49.726936
873,-59.669643,64.75919
874,100.23015,-53.80263
875,16.755669,-80.62349
876,-137.21611,-12.664829
877,3.8292365,33.391994
878,-131.07626,-64.631004
879,-123.39186,-38.905033
880,-80.760605,97.2074
881,-85.56306,-41.56023
882,-58.297226,-82.278145
883,11.958959,-47.49676
884,-114.22049,71.11272
885,-34.629284,47.005356
886,-80.58344,37.862103
887,-87.715744,-51.5867
888,-85.07044,-42.990223
889,20.018414,-35.69318
890,-87.63358,84.41376
891,-31.303175,-2.5142221
892,142.34723,60.108074
893,-43.949745,-13.328528
894,46.540043,-21.943043
895,-4.977606,116.11318
896,-5.0580544,105.65225
897,-16.979576,30.865343
898,68.08305,-91.40122
899,72.014145,-68.83703
900,51.027256,-93.92433
901,-39.698547,79.34165
902,-57.443123,-80.968765
903,15.972099,-83.883316
904,-16.600437,33.747795
905,32.27388,-83.38674
906,27.782757,-11.305893
907,70.84076,-44.486546
908,80.08548,-78.64081
909,13.653152,-28.664738
910,-31.674982,-75.23164
911,87.67755,-18.017908
912,46.8143,-45.234104
913,64.921974,-87.0012
914,83.898705,-64.91865
915,-22.783672,26.664536
916,19.029757,32.920036
917,29.247461,82.34097
918,-99.289116,-3.1044393
919,-18.371073,-81.070984
920,-80.05003,-53.978302
921,-86.62193,105.25473
922,89.70414,-41.599148
923,-13.301495,-45.88368
924,71.96553,-102.87834
925,-95.1225,-14.7617235
926,27.503052,-94.195885
927,-11.798956,-109.67272
928,-20.432325,-33.74164
929,-20.69282,-119.4472
930,-29.90349,18.82481
931,-23.708735,25.723368
932,92.888916,-53.49882
933,-9.675248,-36.480938
934,14.702712,-70.62512
935,-70.42052,-65.89529
936,-57.962105,-48.155933
937,-72.45614,-89.75504
938,12.853447,-58.141823
939,32.8526,90.45472
940,0.8194003,-22.435623
941,4.300589,-27.286058
942,-11.92444,-61.82393
943,24.30412,-72.12341
944,30.26762,-24.797617
945,0.82545274,-22.507347
946,72.00041,-80.1625
947,-5.480823,51.467503
948,-3.31747,-27.248217
949,-34.844,18.392088
950,9.302083,45.252453
951,-2.8759203,30.25554
952,-66.609474,-17.86729
953,-23.086378,7.8147025
954,-10.087217,102.46148
955,-76.53176,93.09779
956,-75.53316,70.70834
957,40.366516,-72.960785
958,-13.28448,33.134666
959,-17.210617,7.555829
960,-57.121365,8.97242
961,-7.0843,38.620644
962,50.045795,-85.5437
963,-19.752699,23.095884
964,42.072937,15.051743
965,89.24355,33.06668
966,86.40995,-34.859783
967,-103.360344,-15.386247
968,-9.73737,7.149561
969,-9.575609,7.003783
970,-40.316177,114.13578
971,-145.71437,-37.415577
972,-114.3176,-31.84973
973,-79.497475,26.56201
974,-99.63242,25.401915
975,-9.872191,33.41796
976,-116.29286,-45.657913
977,-33.681683,71.68769
978,-29.149496,66.73242
979,-182.01907,89.53146
980,-22.804289,105.1442
981,-112.75864,-49.86227
982,24.22121,-72.272385
983,-39.40877,106.55712
984,42.02179,14.909955
985,-136.6438,-12.19566
986,23.190603,-71.161705
987,-19.846909,101.14342
988,-59.728683,48.270382
989,-118.0735,69.08611
990,127.26664,9.454828
991,127.04009,1.0409253
992,131.5331,2.1765635
993,-66.79475,-50.66186
994,-79.37454,-74.003204
995,-28.328703,-74.306496
996,4.74091,87.30535
997,4.0132303,-78.87085
998,38.041702,-48.163628
999,16.920675,23.713465
1000,16.59766,24.167217
1001,16.072683,23.70587
1002,17.162764,24.113043
1003,85.07244,-89.513626
1004,24.342678,-40.099586
1005,58.977375,-6.733307
1006,64.515305,-53.72794
1007,-150.64209,6.1332655
1008,-98.44584,39.31371
1009,-88.31685,-33.796413
1010,12.133316,60.0387
1011,-40.24387,124.5115
1012,-134.9343,-63.48059
1013,-101.695465,-85.20491
1014,-91.58251,33.404324
1015,-16.41857,-30.105864
1016,-14.759998,7.919686
1017,90.310265,100.57554
1018,-14.279321,48.025692
1019,-3.9696288,-79.65572
1020,46.563107,-102.24233
1021,-95.74248,-81.14286
1022,-20.71725,-34.432686
1023,11.144068,-81.41201
1024,23.99261,-56.832645
1025,73.1331,-103.01711
1026,-58.739536,-67.26689
1027,73.4632,-67.80177
1028,-14.158623,-24.483135
1029,64.5588,31.445189
1030,-112.24333,172.52129
1031,-9.320083,36.623283
1032,-62.85332,-2.1781027
1033,94.41214,-11.596456
1034,-2.6644056,-40.674953
1035,-65.442535,26.74251
1036,-30.756998,-22.291964
1037,70.093124,-117.995285
1038,110.76159,-43.554043
1039,64.0431,20.707996
1040,12.765389,73.07689
1041,-87.933655,67.13805
1042,-58.27735,-47.257484
1043,1.7084736,-81.30079
1044,102.974815,-38.367035
1045,-81.69772,50.039017
1046,-14.473821,-120.582954
1047,-43.841793,76.839554
