,tsne-2d-one,tsne-2d-two
2274,89.47801,-53.502224
2275,-30.670052,-27.042795
2276,-139.50424,10.189476
2277,-41.690487,104.361084
2278,143.20934,4.8021502
2279,-87.15872,-22.433771
2280,-87.17247,-48.183952
2281,-62.84686,95.10922
2282,-57.784645,90.14668
2283,-148.06328,36.89904
2284,-59.739487,-31.00246
2285,-121.15232,-23.11003
2286,2.9843502,-50.83365
2287,-20.92527,-109.04738
2288,48.006092,46.596157
2289,95.53566,91.41123
2290,-59.68817,92.50127
2291,89.02264,83.29408
2292,-62.166077,94.496216
2293,149.0433,7.120712
2294,-59.103306,86.790375
2295,39.66903,15.1039915
2296,-118.543846,-23.698349
2297,133.9368,0.9417401
2298,-23.981052,-29.252996
2299,-76.89448,-33.43946
2300,129.26317,2.7236607
2301,62.396133,42.941975
2302,25.86418,8.5299015
2303,71.36249,119.99848
2304,-33.591534,-21.65869
2305,-50.263725,-78.2675
2306,-50.521618,-80.314575
2307,-50.686512,-80.62873
2308,105.01957,-38.483944
2309,-14.271396,130.01953
2310,-78.01312,17.810339
2311,96.417465,105.11451
2312,-92.225075,-45.65446
2313,-114.47326,-23.549227
2314,40.06089,20.866741
2315,-118.09987,-23.829914
2316,-35.616478,-8.761801
2317,21.648006,-66.38732
2318,-112.74471,-23.844603
2319,-112.679405,-24.1348
2320,-30.776695,-38.259388
2321,90.56969,-30.305046
2322,-36.93618,-24.545082
2323,77.79242,-38.5678
2324,-3.0538278,-125.93131
2325,84.54813,36.33424
2326,-50.22815,-78.069786
2327,-2.2496,13.225563
2328,81.70857,79.90804
2329,30.572027,-121.340614
2330,34.76553,35.368645
2331,-51.363262,-86.36157
2332,142.91931,6.5684605
2333,-78.18444,-39.082478
2334,78.3677,-61.48361
2335,-103.48145,-43.271427
2336,-58.483,-11.646773
2337,0.019987646,-26.039415
2338,-27.446833,5.1092453
2339,-59.40082,-49.443214
2340,-29.073551,8.877909
2341,12.816098,-16.749523
2342,-136.30968,-5.6682377
2343,120.072495,46.682114
2344,88.00879,-84.3733
2345,-51.213295,-86.586395
2346,-104.70999,-41.636086
2347,-106.95472,-47.363884
2348,-104.67532,-53.883648
2349,147.67657,28.591532
2350,-44.60222,-22.842089
2351,36.07607,95.28122
2352,-32.577534,7.8866673
2353,26.493074,30.673988
2354,-74.26266,-44.599777
2355,3.0726023,-10.4916725
2356,-24.279839,31.715385
2357,25.707872,26.949125
2358,25.707153,26.941683
2359,-70.795815,-68.92245
2360,-92.40477,-80.48623
2361,51.829468,90.22856
2362,-11.789567,-36.554386
2363,-37.814346,60.77343
2364,31.258472,-27.50171
2365,-60.032413,-58.05939
2366,98.534294,-3.5714884
2367,128.9128,77.91936
2368,-138.03163,-21.994356
2369,-15.010774,-37.154396
2370,-12.669758,-45.707394
2371,150.53973,4.7927895
2372,-56.935642,75.314995
2373,144.75525,-1.9334216
2374,-13.255618,-25.813505
2375,-84.31414,52.68284
2376,-34.69709,87.70116
2377,-47.69584,105.321915
2378,-0.59996545,103.91141
2379,-45.92853,103.5177
2380,124.69802,1.3698852
2381,107.68082,96.79454
2382,-7.493438,-15.581577
2383,110.81277,93.989944
2384,13.806315,-65.409
2385,5.8176055,-44.282166
2386,-88.763176,52.49045
2387,123.46252,30.261206
2388,-16.270292,-69.25663
2389,-43.77482,46.63072
2390,-17.750154,25.84586
2391,137.75099,1.464373
2392,-27.06152,-14.927471
2393,-78.75197,44.627605
2394,47.32532,-103.43262
2395,-60.94287,-21.536652
2396,-119.128815,-161.84843
2397,-14.79233,-38.596436
2398,-44.80052,102.98591
2399,46.08858,17.890741
2400,112.1457,-50.10962
2401,34.83228,25.151672
2402,149.76424,3.593213
2403,17.166359,-48.699657
2404,-111.28159,-58.433735
2405,126.44996,0.56277657
2406,42.187134,91.695175
2407,-132.02838,13.916448
2408,-127.04489,-42.29015
2409,2.3587377,110.524826
2410,43.201084,19.672617
2411,-88.48508,-8.463983
2412,44.067543,29.427689
2413,105.195335,-14.855996
2414,91.20603,-101.28474
2415,-8.740565,42.758045
2416,97.473206,-81.99795
2417,30.512207,-58.917778
2418,29.325703,-77.475746
2419,55.000347,-90.63301
2420,82.05705,54.896797
2421,-134.91621,-63.346977
2422,-11.881848,-39.232426
2423,127.23361,-0.82854766
2424,146.59615,13.149057
2425,6.6173515,85.24258
2426,-11.970385,-94.387825
2427,-26.352129,-9.45447
2428,13.0307045,96.868835
2429,-56.501297,-19.29278
2430,20.095007,86.79114
2431,105.92699,80.767784
2432,-55.784477,17.280737
2433,-116.22528,7.168102
2434,9.843296,98.60449
2435,32.46174,-41.268326
2436,9.170692,80.78544
2437,-24.611425,-10.064556
2438,130.01733,-2.3440552
2439,-17.390406,-40.23722
2440,34.818073,10.289723
2441,-34.465755,-16.629347
2442,21.235064,-80.81733
2443,11.3723755,96.52394
2444,-58.74735,20.99721
2445,-92.94233,-43.9916
2446,-27.328554,-11.214586
2447,17.033752,88.1275
2448,-62.917007,-25.309582
2449,-49.621883,-32.188637
2450,-30.620747,-6.0944705
2451,206.94974,66.233345
2452,120.223526,8.345942
2453,102.54799,-82.75298
2454,0.019467002,-34.124706
2455,81.60852,-43.039906
2456,6.801937,-99.338875
2457,32.730858,19.920284
2458,25.761402,-0.17150117
2459,57.487938,-8.998076
2460,-27.763582,-14.936497
2461,-56.62586,12.390797
2462,73.801895,-34.265026
2463,59.44199,2.0727623
2464,86.847496,98.84398
2465,46.60559,21.534355
2466,83.75855,-28.97443
2467,-137.17258,-7.8785043
2468,103.05306,20.164415
2469,-34.428547,-0.41992202
2470,-129.05237,-62.642128
2471,68.15864,108.358086
2472,71.42859,120.00689
2473,21.909319,-66.45119
2474,-55.359028,-101.74943
2475,-1.5027072,-73.06469
2476,10.343059,-35.158463
2477,-60.151768,-53.959167
2478,71.53354,63.515068
2479,11.050045,-80.675224
2480,-37.561344,54.511597
2481,108.05123,57.321377
2482,1.7948196,-41.894615
2483,-1.5758822,107.85887
2484,150.7521,12.243143
2485,-65.73206,5.2719264
2486,61.73881,11.051349
2487,-84.61052,35.99226
2488,-39.087086,59.10856
2489,5.617678,-81.581154
2490,31.303268,-48.52757
2491,-73.916046,41.191082
2492,-2.732052,-38.823082
2493,66.44573,99.32359
2494,31.165482,-56.38646
2495,194.6181,43.72234
2496,-6.654274,-21.891472
2497,17.351488,-10.588654
2498,-83.15377,40.903637
2499,97.910614,122.14311
2500,-47.4455,55.200584
2501,-69.32061,4.087626
2502,-84.751884,34.66009
2503,-58.023525,-55.316895
2504,37.98528,28.39971
2505,-16.37396,115.67561
2506,136.00702,-6.8359914
2507,-112.36805,-38.878796
2508,100.45158,-8.28874
2509,90.12946,-84.21022
2510,70.187836,83.28531
2511,-84.103195,46.23246
2512,40.270298,101.70719
2513,100.60175,-92.38729
2514,50.918423,-90.84099
2515,81.61352,12.937037
2516,-84.92169,22.391636
2517,81.23311,-117.28551
2518,-29.545832,139.12143
2519,97.05679,-35.32665
2520,-75.123985,25.413664
2521,-21.371439,-19.045986
2522,0.14351593,56.658684
2523,-32.36638,140.4877
2524,-65.47734,27.971802
2525,13.971794,-36.7638
2526,-29.182922,137.9356
2527,-11.892124,126.19843
2528,-85.5119,50.5585
2529,-81.42005,22.057232
2530,-6.769585,-105.24331
2531,-29.371819,-40.87415
2532,79.29051,-70.02523
2533,-67.4194,19.400166
2534,-27.077274,138.29211
2535,-82.6513,25.78785
2536,-82.18961,23.937143
2537,-29.771832,-43.629196
2538,98.6184,5.065465
2539,6.1262813,18.146221
2540,132.15814,53.696957
2541,128.31282,1.2251654
2542,-6.601883,-110.94431
2543,-27.916933,138.94614
2544,151.82628,19.142632
2545,-35.33593,-47.634445
2546,-24.470154,-6.2802553
2547,-31.378965,147.28758
2548,76.06316,-106.49253
2549,66.003105,-105.20506
2550,39.772076,68.861824
2551,91.36167,1.1957009
2552,20.211313,-35.418873
2553,150.82301,10.660921
2554,47.247353,-84.69015
2555,-109.87868,47.222786
2556,-113.34601,-39.185238
2557,115.45286,54.523308
2558,68.51953,-32.427322
2559,16.288548,59.578598
2560,150.16866,8.624574
2561,7.3663206,136.40932
2562,29.089638,30.919779
2563,-38.759933,-47.161533
2564,-38.78347,-47.141674
2565,-124.73336,43.86615
2566,30.333069,118.5985
2567,30.415741,118.49539
2568,-128.45146,46.981228
2569,-113.14624,42.698063
2570,2.1080723,-25.661484
2571,-52.03136,-20.946434
2572,-123.78262,43.922638
2573,51.235775,-63.898388
2574,35.725994,-28.500486
2575,121.45191,7.1848583
2576,-66.59277,-79.06104
2577,83.59325,58.81038
2578,-71.3424,-7.9446797
2579,-7.2695184,106.84389
2580,-124.276306,48.45809
2581,45.29856,15.995695
2582,85.20122,-40.33297
2583,95.02272,33.15019
2584,12.853042,62.83899
2585,-34.18259,-14.353698
2586,-33.492977,-15.6397505
2587,131.24757,2.3407857
2588,8.408219,52.14373
2589,5.8109193,-61.042168
2590,5.135105,48.395733
2591,44.036186,-79.00515
2592,39.499077,56.629124
2593,-7.259587,126.676254
2594,88.3,-21.82938
2595,133.0144,52.270325
2596,24.161383,14.149579
2597,2.0633705,114.561455
2598,-118.0431,-55.93601
2599,-34.395664,-20.811172
2600,-86.20242,-54.84468
2601,68.02216,-68.746605
2602,29.089392,31.018787
2603,18.113544,58.419582
2604,124.87229,-4.0252013
2605,93.00301,27.34401
2606,90.375206,160.63669
2607,20.72093,-52.13911
2608,1.0585299,-44.295467
2609,49.390774,15.5345125
2610,-119.892555,-24.241476
2611,-207.73259,-53.486153
2612,110.4972,-62.307945
2613,-52.918037,-19.444109
2614,-6.4848666,-48.15559
2615,16.433523,58.24831
2616,-26.763437,-1.2965459
2617,-116.66263,39.970863
2618,-140.19644,24.619305
2619,-116.8513,-22.523336
2620,-100.91555,28.986214
2621,147.18338,25.913013
2622,67.374115,-14.371065
2623,-46.686024,13.474388
2624,-8.96461,-50.799793
2625,16.878979,59.525673
2626,7.5154614,136.95085
2627,-26.662209,-28.01554
2628,-108.94932,45.26705
2629,19.262388,68.27439
2630,135.86111,-3.9927633
2631,143.19998,0.26880518
2632,93.629616,-2.009454
2633,-106.07485,25.256483
2634,-13.576559,-29.732796
2635,71.107956,-79.59013
2636,-29.60838,-50.379192
2637,-99.84579,25.835388
2638,-80.73042,-34.47699
2639,-80.7086,-34.5242
2640,-102.65492,23.541311
2641,-101.62372,25.367033
2642,-92.58447,-29.273045
2643,-104.67393,25.246449
2644,-16.226616,-23.360306
2645,106.45066,80.385544
2646,76.32573,-110.33727
2647,-104.953445,26.983177
2648,-107.01228,25.447807
2649,-24.92516,-11.437425
2650,-120.103195,-86.19009
2651,-89.11996,-34.409756
2652,-104.56638,27.156876
2653,54.947536,-42.01555
2654,-6.124309,-10.911084
2655,-123.44633,-37.57114
2656,-30.396343,102.38958
2657,186.79024,95.34719
2658,-82.49413,-33.08093
2659,-78.345184,-28.314026
2660,20.730717,107.70453
2661,-49.605263,-21.402859
2662,-31.872976,-8.0225
2663,-137.1825,-7.6232467
2664,126.57549,2.198796
2665,68.39761,-66.19082
2666,-122.43158,-37.675537
2667,-56.733,44.351097
2668,-91.38125,0.1600327
2669,40.48583,9.900982
2670,-55.625347,50.072826
2671,50.89838,3.6615486
2672,98.1794,76.82381
2673,-23.97286,119.49625
2674,20.99374,206.36679
2675,-102.61695,23.250751
2676,38.0319,101.53915
2677,33.544243,144.76863
2678,109.60626,-46.231663
2679,74.06934,-49.512844
2680,73.99895,-49.347828
2681,73.834465,52.10386
2682,-98.14376,0.6119505
2683,144.29219,5.328876
2684,124.544846,64.97048
2685,-104.1875,-1.2841713
2686,-85.321815,-98.83684
2687,-103.08406,1.2492142
2688,6.1975446,-95.07785
2689,-61.88576,32.559036
2690,-123.78231,71.43798
2691,-15.539187,68.287155
2692,-113.77252,86.32109
2693,-16.704044,-123.57456
2694,-8.312609,-59.7798
2695,-24.787098,-6.6948676
2696,-114.980934,67.650734
2697,14.488011,-81.50188
2698,57.690186,38.32124
2699,10.913653,-86.0376
2700,36.54087,49.144936
2701,-100.68437,-4.7429395
2702,-102.37102,-4.500186
2703,52.92308,58.10772
2704,-19.88542,-126.316246
2705,-124.670135,68.90465
2706,95.665504,104.376366
2707,-42.305744,-88.15571
2708,85.061485,40.83734
2709,34.573074,54.211193
2710,-125.14763,72.63355
2711,-43.848366,-17.716541
2712,6.959129,-22.155708
2713,100.4845,-83.46258
2714,-120.41727,66.3345
2715,5.8028703,22.519348
2716,7.355015,-99.085434
2717,65.586975,77.563705
2718,-15.602374,123.81748
2719,-26.8093,47.37153
2720,-27.573896,-55.609173
2721,-43.355225,-36.980686
2722,112.600746,-5.8754315
2723,112.59989,-5.8760695
2724,-98.39893,-85.99486
2725,129.06465,-2.9147882
2726,137.47,1.1870917
2727,-101.32269,-81.4826
2728,48.14558,-63.39533
2729,-7.138877,-31.200426
2730,-52.566654,35.19518
2731,74.40713,24.862104
2732,-38.373043,-32.81725
2733,-16.578682,43.002705
2734,-32.16934,-48.875412
2735,-34.033928,-7.160426
2736,142.44225,2.1860492
2737,76.07174,-110.33038
2738,-7.6392984,118.98386
2739,-99.420135,-79.90326
2740,-214.6544,5.5009336
2741,147.66663,33.699818
2742,-3.5477138,-38.132847
2743,-8.2021265,-66.30596
2744,85.11902,-48.672916
2745,-29.111475,-57.6029
2746,-51.015793,-43.096027
2747,-90.57663,-87.40246
2748,-37.8023,-71.629234
2749,-99.605064,-81.15635
2750,57.015255,22.65551
2751,149.95868,7.6456304
2752,-92.92418,-81.080124
2753,-54.542606,-12.707113
2754,-90.8611,31.435804
2755,-119.10078,-52.428413
2756,140.67216,1.8485299
2757,27.79968,69.77924
2758,80.56287,135.43442
2759,-49.184223,89.20888
2760,-99.25654,-79.65633
2761,-9.925597,-45.10806
2762,-18.925978,104.362175
2763,-30.128807,53.44836
2764,-183.11629,102.9067
2765,64.5997,-44.16866
2766,-40.281956,-3.1856034
2767,32.75137,-67.78279
2768,76.11591,-12.7351265
2769,58.918858,84.68642
2770,-51.901554,-33.162132
2771,7.1881843,40.45278
2772,73.99737,40.931587
2773,-49.82114,20.575249
2774,-46.954147,64.92665
2775,-85.77976,-57.564182
2776,-32.13601,-39.61576
2777,-97.144196,-87.16134
2778,-55.00974,25.087978
2779,-98.10916,-100.32967
2780,16.524918,-37.94341
2781,-53.951553,33.986908
2782,-101.85519,-87.69583
2783,-13.5151825,-203.0903
2784,-46.20107,-67.39329
2785,-51.188038,25.022738
2786,-54.59883,34.05463
2787,42.183414,-18.936142
2788,-50.4617,64.77291
2789,-94.86349,-86.56763
2790,-116.65058,-48.187843
2791,9.388946,-19.134552
2792,3.3840256,39.447704
2793,-27.77339,-55.769676
2794,-47.200474,-39.141434
2795,121.70266,-8.962927
2796,121.69615,-8.964943
2797,-4.1725345,83.665855
2798,13.176249,-103.13666
2799,10.5335865,-9.269535
2800,33.00445,-23.603046
2801,-10.038239,-60.83307
2802,-11.721761,-44.19466
2803,56.227028,-58.669163
2804,29.858221,-50.866776
2805,109.89287,-46.176533
2806,119.716194,-54.709686
2807,51.208473,64.614494
2808,-24.856865,-22.525496
2809,68.104225,-45.35185
2810,53.20976,64.6494
2811,-25.885292,-98.69725
2812,20.730783,-18.024803
2813,-16.94515,85.155525
2814,-16.694212,-21.364717
2815,46.461613,-22.704649
2816,-13.083822,-75.98277
2817,-32.448242,7.1978545
2818,6.6204376,-38.134808
2819,-88.69766,-41.67598
2820,98.46182,14.15589
2821,81.97312,107.68378
2822,-11.372276,-33.382774
2823,127.83287,86.066185
2824,-104.66941,-43.306602
2825,35.57466,63.445515
2826,111.498795,-41.2918
2827,56.296288,0.938862
2828,33.314323,69.886925
2829,101.07426,-26.340048
2830,20.40748,-35.094734
2831,88.75367,-84.18219
2832,-39.324085,-28.046734
2833,55.648167,-42.11509
2834,82.44947,-58.199867
2835,85.82574,181.0621
2836,120.672264,-56.114727
2837,71.378296,8.164018
2838,-5.805449,-99.30696
2839,77.82176,-40.59087
2840,51.972893,-99.91781
2841,-43.608963,-39.809685
2842,71.45428,49.623684
2843,-12.099208,-50.266075
2844,24.63718,-41.176487
2845,20.008411,164.86237
2846,68.1144,83.0678
2847,81.223076,-82.39232
2848,20.008263,164.86661
2849,57.377693,68.69771
2850,151.34114,7.0113606
2851,92.117256,87.674965
2852,92.11778,87.67027
2853,-88.70985,62.354332
2854,-5.013167,-90.312126
2855,91.0189,198.54112
2856,77.50299,-83.15558
2857,25.273188,64.76181
2858,-2.756141,-59.242367
2859,81.08255,-18.79517
2860,-36.035088,86.47103
2861,-80.23892,-172.37575
2862,51.07924,53.418495
2863,53.048126,-20.10451
2864,55.015762,65.31814
2865,55.688507,66.6376
2866,-23.907627,-63.601788
2867,-13.887132,-20.690584
2868,94.57059,-47.113422
2869,22.650324,5.167692
2870,84.35331,-15.82487
2871,88.95148,-84.76918
2872,53.584618,-89.935394
2873,199.07991,-48.874897
2874,-77.86755,78.97608
2875,-91.12001,48.613106
2876,-72.73124,-18.957535
2877,53.996243,53.713726
2878,75.64239,28.045042
2879,45.69047,29.826591
2880,-45.733784,-27.886564
2881,60.318966,82.59659
2882,-39.842163,97.18655
2883,-55.164406,27.233973
2884,86.57676,6.994355
2885,41.955795,71.31071
2886,-1.8115612,-112.88723
2887,97.652405,-30.020525
2888,52.691166,-102.61164
2889,95.55843,-17.866554
2890,53.32804,55.528976
2891,5.093262,-34.999825
2892,-11.051244,13.741719
2893,62.04439,-15.936254
2894,19.773752,110.87931
2895,75.47721,-72.23993
2896,-64.55303,-88.236664
2897,0.8911111,66.175705
2898,56.59195,80.56203
2899,-83.38534,24.452887
2900,38.580204,-102.512856
2901,-76.260605,68.514755
2902,-44.0889,21.000736
2903,-106.43633,-27.605873
2904,-60.49775,-89.000916
2905,11.3167715,121.43477
2906,22.929485,36.973446
2907,-90.97464,-15.823415
2908,-66.600586,16.823452
2909,28.00313,-48.77196
2910,56.00147,-12.04361
2911,31.948408,-74.272224
2912,-62.358654,-40.459522
2913,87.44567,-57.855793
2914,-20.653566,-61.80032
2915,12.335082,-42.180363
2916,78.279175,6.6129355
2917,-47.18365,-70.97739
2918,-24.844639,-74.12793
2919,-36.32049,-35.532143
2920,15.423268,-30.200867
2921,21.10978,-38.028893
2922,-54.287315,14.3512
2923,-9.033255,-69.63516
2924,-21.282953,-67.164185
2925,-80.980965,-8.680392
2926,30.91884,-13.871328
2927,-24.071766,77.77802
2928,-43.223095,-7.139894
2929,33.041378,1.5041245
2930,148.83946,7.0995927
2931,42.762512,6.3734927
2932,-70.23292,54.22784
2933,-57.991955,50.001076
2934,70.014206,38.532223
2935,33.54505,-75.26165
2936,-48.685894,-56.12717
2937,51.616753,-76.596985
2938,14.220802,75.193825
2939,33.579426,-103.74562
2940,71.271065,-118.90959
2941,52.835186,113.023895
2942,23.896782,-60.144234
2943,77.6667,-83.51273
2944,57.93699,-100.87524
2945,-107.17673,-56.536945
2946,17.04117,36.304214
2947,-72.23566,-72.81454
2948,-49.380333,-66.25645
2949,-92.91825,-66.699135
2950,-85.76167,-51.367027
2951,80.51204,135.70975
2952,127.9904,1.514753
2953,125.82665,-3.2131588
2954,-46.17889,34.753777
2955,16.90045,-57.652187
2956,-6.323125,107.15293
2957,-2.4399269,-16.044067
2958,22.951656,59.71619
2959,-90.77495,-14.642594
2960,-16.581549,47.43153
2961,28.165215,-59.69196
2962,103.08281,-50.005356
2963,100.41185,33.284134
2964,33.454433,-103.75839
2965,-50.58228,42.5605
2966,-83.55834,34.79142
2967,30.90201,-56.9132
2968,57.95173,-96.21663
2969,-14.207646,-39.161926
2970,28.655918,-58.02934
2971,8.802427,51.74833
2972,28.148516,-57.606857
2973,-102.84393,-36.224075
2974,97.937294,-103.172386
2975,112.86741,-28.09856
2976,53.389748,-60.452183
2977,107.21984,-37.412262
2978,11.994047,-77.02218
2979,9.95144,-28.218618
2980,38.833984,-17.90525
2981,-16.561941,-9.667729
2982,-39.507996,-20.317562
2983,-7.4173236,-28.259132
2984,-61.951416,-8.314851
2985,45.161354,45.853313
2986,-9.139091,-46.814465
2987,-8.935864,-76.4186
2988,60.892124,-37.012493
2989,60.883686,-37.012573
2990,119.979774,-41.931087
2991,-8.790675,11.622743
2992,-31.491114,22.737335
2993,79.45163,-86.428406
2994,-90.63398,19.913458
2995,-11.597506,34.97728
2996,-9.258757,-31.65132
2997,-56.070858,45.823986
2998,-2.3327446,22.044003
2999,72.1079,13.351096
3000,31.415794,-64.05252
3001,97.65653,-25.093786
3002,-24.230833,25.09737
3003,29.77417,120.272255
3004,28.863054,119.16875
3005,-16.237288,-18.967466
3006,-98.06382,-26.317518
3007,-54.618057,34.22538
3008,-53.230793,-195.91039
3009,-23.828396,84.01691
3010,0.9886267,71.73896
3011,-55.820538,34.925922
3012,-28.379166,89.53103
3013,34.10382,65.61473
3014,-102.39173,25.525356
3015,-94.71572,-21.690071
3016,-68.39543,14.667075
3017,-16.65072,40.000355
3018,47.678265,-49.32097
3019,-94.61356,-21.546381
3020,-107.01688,-43.70617
3021,-76.68136,-69.3572
3022,-23.091875,-57.98027
3023,36.936634,9.095314
3024,77.01413,-81.38524
3025,-67.90448,66.74285
3026,72.259056,-21.108807
3027,-95.49324,-82.71366
3028,-74.43494,42.046696
3029,40.493664,31.404379
3030,-104.63984,-65.54208
3031,-80.504005,-73.882545
3032,92.583336,-43.17469
3033,122.45138,-0.4673546
3034,44.13151,13.550478
3035,127.24749,86.27976
3036,-75.47705,-61.65353
3037,-118.11646,-54.331867
3038,137.08987,4.2276564
3039,-8.783327,11.611973
3040,48.478477,-18.530502
3041,-20.718094,-30.140003
3042,-80.9538,36.31798
3043,-64.34106,27.109966
3044,35.361042,9.293623
3045,125.84085,1.1332779
3046,-25.983248,-46.023277
3047,18.732166,32.958836
3048,-0.2936391,-10.794276
3049,129.51709,-3.577414
3050,-2.0710654,-29.30218
3051,-8.5305195,-8.60802
3052,49.393867,-5.8024416
3053,-68.4028,105.84056
3054,-79.18528,-73.15031
3055,-84.09912,16.03409
3056,-99.43613,23.620058
3057,-33.39075,145.29613
3058,48.24991,39.571922
3059,-126.26507,-66.50727
3060,-59.081844,-30.82033
3061,-53.539352,49.39009
3062,-61.256847,-63.48263
3063,150.02187,4.2635536
3064,28.489159,21.425886
3065,-96.09832,-14.865535
3066,-27.000849,115.48449
3067,127.18642,-2.1786726
3068,101.22978,63.89626
3069,109.01436,-42.845093
3070,-66.615456,-29.118448
3071,-23.490492,2.5034456
3072,-23.762732,2.403488
3073,-53.411613,112.383194
3074,66.14038,59.6433
3075,39.527637,4.812471
3076,135.43874,-0.3575459
3077,42.49775,17.172709
3078,2.4348128,-39.243744
3079,-46.25811,-7.928933
3080,-0.6918495,103.31237
3081,122.56652,1.5979238
3082,52.105072,-44.509842
3083,43.901234,6.72319
3084,-57.468338,-29.02166
3085,37.149162,37.6507
3086,42.458004,6.035783
3087,15.789181,-62.20873
3088,-55.917816,-55.420273
3089,-55.98208,59.890938
3090,42.47329,17.271135
3091,-8.7707205,-16.077358
3092,138.86798,3.0502527
3093,-67.20209,50.658714
3094,126.59694,2.0748322
3095,0.84185416,96.34534
3096,-65.80934,-6.48065
3097,-117.47899,-16.824013
3098,-92.539566,-50.615208
3099,-18.345987,-124.69069
3100,37.725765,-6.7728515
3101,-23.895813,-41.593704
3102,-113.88072,-31.302176
3103,39.96306,7.40525
3104,147.0764,7.341046
3105,-19.163311,107.62294
3106,76.40987,-34.157974
3107,152.2987,8.660838
3108,25.547367,48.380814
3109,133.40555,4.5388803
3110,92.58131,-26.332497
3111,41.452972,6.45658
3112,-6.5562577,27.43622
3113,137.99272,1.4580711
3114,30.759638,-94.35444
3115,-29.840523,91.7965
3116,-52.424137,-9.295261
3117,10.488569,-81.315956
3118,-38.636135,33.315346
3119,99.11666,-39.406334
3120,52.236824,-5.581568
3121,-128.7577,-62.9238
3122,-78.92657,61.468014
3123,-28.078016,-54.333847
3124,-192.35747,81.19612
3125,-44.92041,32.348835
3126,-123.096375,-4.725872
3127,-49.65063,-38.19732
3128,11.168983,98.34548
3129,-39.018555,122.97038
3130,148.72879,10.083615
3131,-76.85818,-24.259832
3132,5.98696,35.50091
3133,97.169876,39.706703
3134,-20.58027,-62.26716
3135,15.992968,67.437706
3136,136.04958,2.8381622
3137,-42.449406,-11.531024
3138,117.87777,4.075101
3139,8.079337,-54.85715
3140,22.326822,-67.13448
3141,-10.159593,14.017139
3142,104.40632,73.672646
3143,-126.468956,-65.46675
3144,-134.52075,-61.39826
3145,-20.568214,-11.356378
3146,116.79834,4.2448483
3147,116.844025,4.337212
3148,-28.95631,60.84908
3149,-68.03633,49.165398
3150,-15.962684,122.22185
3151,133.02957,-8.318281
3152,-194.1113,68.183044
3153,-51.85636,75.812935
3154,89.40751,-12.716093
3155,138.759,-0.58094394
3156,-57.186417,56.097446
3157,40.577347,31.575464
3158,-47.372166,-20.988514
3159,0.845607,-79.5091
3160,-86.16027,-68.150314
3161,-74.91499,81.32153
3162,-16.040663,92.38365
3163,-9.839593,-11.637196
3164,56.361584,-5.166718
3165,26.379606,-83.351875
3166,-75.72666,80.48991
3167,121.447556,7.5143957
3168,80.38297,-21.147959
3169,-61.831127,72.64785
3170,35.30632,-64.13095
3171,-4.0139256,79.20318
3172,-29.614334,-39.366856
3173,-40.821804,-1.3420589
3174,-79.854805,-66.28915
3175,127.88254,-2.5512395
3176,-74.15475,-11.292084
3177,-19.239513,112.214745
3178,-73.919754,-18.190298
3179,-92.61034,-18.256378
3180,93.01078,-6.6275625
3181,45.862312,56.19252
3182,62.832336,22.463139
3183,79.278984,27.135912
3184,95.85284,-0.4205372
3185,44.121883,-93.309265
3186,133.26813,14.683661
3187,108.1153,-49.483597
3188,133.2644,14.690028
3189,109.1352,-49.990364
3190,38.16013,-110.15696
3191,47.11887,-83.352394
3192,91.2435,-91.29468
3193,66.78109,-114.06623
3194,-70.52733,-83.90702
3195,91.04364,-44.087814
3196,28.263794,-94.08534
3197,45.06952,-95.73445
3198,40.523594,-87.86236
3199,101.923615,-80.51563
3200,93.99281,12.939143
3201,212.64767,43.77496
3202,5.405138,-53.335106
3203,58.149033,-112.35289
3204,62.753674,-117.72067
3205,62.613758,-117.976685
3206,63.051014,-117.16141
3207,62.933315,-117.505356
3208,63.184437,-117.223305
3209,85.192955,-109.021126
3210,63.00745,-116.03862
3211,63.195103,-116.45629
3212,-84.518684,-34.24042
3213,135.39769,-5.1565967
3214,-15.364069,117.025345
3215,-98.00482,77.37049
3216,-15.392517,117.09594
3217,-16.449892,119.0405
3218,30.815487,-0.123203926
3219,12.253816,56.124996
3220,-26.846605,-75.75443
3221,77.488846,-81.31827
3222,-50.464676,-71.309845
3223,16.433708,-57.911873
3224,-12.354391,107.33622
3225,-25.382639,114.556526
3226,-5.8760376,113.46545
3227,-77.93547,16.473055
3228,-45.74022,56.828945
3229,-82.19453,27.645916
3230,-10.156003,-38.786186
3231,-42.090164,54.964924
3232,6.0683537,-80.75998
3233,28.295877,55.64415
3234,-77.79631,82.764565
3235,-45.72973,-14.104908
3236,-44.327003,-24.541367
3237,-76.93123,-56.359566
3238,-25.763609,46.663475
3239,-43.14299,46.38167
3240,-3.971747,37.74655
3241,-53.80478,120.21088
3242,17.12574,-57.558453
3243,-85.20096,-67.78716
3244,57.132477,-84.68985
3245,67.20616,-85.75008
3246,34.36223,-86.01814
3247,68.42857,-84.15107
3248,65.83404,-90.86245
3249,42.533592,-110.045746
3250,91.13778,-91.83076
3251,80.22697,-98.29639
3252,20.333628,-99.01073
3253,33.89018,-103.98517
3254,50.99791,-79.95376
3255,-29.320066,127.703026
3256,-95.41342,-47.78022
3257,7.163697,123.953835
3258,-147.59898,-0.70070523
3259,-43.231937,97.27531
3260,-30.252138,141.41727
